timestamp_utc;beacon_index;callsign;country;detected;lmax;noise_floor;threshold;ratio
2026-09-12T21:59:00.000439+00:00;11;5Z4B;Kenya;False;0.0007144995930770666;0.0006883360139119298;0.013766720278238595;1.0380098943486116
2026-09-12T21:59:10.015857+00:00;12;4X6TU;Israel;False;0.0009276192993387477;0.0006879153842168148;0.013758307684336297;1.3484497085275007
2026-09-12T21:59:20.015615+00:00;13;OH2B;Finland;False;0.0007502461897990679;0.0006851561693219559;0.013703123386439118;1.0950002691233538
2026-09-12T21:59:30.022987+00:00;14;CS3B;Madeira;False;0.0020032784776594106;0.0006835564829994406;0.01367112965998881;2.9306699994549685
2026-09-12T21:59:40.000252+00:00;15;LU4AA;Argentina;False;0.0008603050131355999;0.0006824862555760356;0.013649725111520713;1.2605455510741104
2026-09-12T21:59:50.000832+00:00;16;OA4B;Peru;False;0.0010751198970202515;0.0006786987904447523;0.013573975808895047;1.5840898969566806
2026-09-12T22:00:00.000393+00:00;17;YV5B;Venezuela;False;0.0007615526298719928;0.0006761716448546163;0.013523432897092326;1.1262711704447979
2026-09-12T22:00:10.001568+00:00;0;4U1UN;United Nations;False;0.010678288759818884;0.0006719206433012672;0.013438412866025344;15.892187368071514
2026-09-12T22:00:20.011618+00:00;1;VE8AT;Canada;False;0.0013298072704157923;0.000672383023872981;0.01344766047745962;1.977752595174093
2026-09-12T22:00:30.000049+00:00;2;W6WX;United States;False;0.0009234317628681871;0.0006701975288755543;0.013403950577511087;1.377850145788369
2026-09-12T22:00:40.000039+00:00;3;KH6WO;Hawaii;False;0.0008838975040477271;0.0006673525760770901;0.013347051521541801;1.3244835424829806
2026-09-12T22:00:50.000507+00:00;4;ZL6B;New Zealand;False;0.0009270618242665236;0.0006666948919155479;0.01333389783831096;1.390533864153195
2026-09-12T22:01:00.001902+00:00;5;VK6RBP;Australia;False;0.0006898032057988907;0.0006635932696462662;0.013271865392925325;1.03949698912196
2026-09-12T22:01:10.000123+00:00;6;JA2IGY;Japan;False;0.000732039421934479;0.0006587338184684829;0.013174676369369658;1.1112825870036964
2026-09-12T22:01:20.011948+00:00;7;RR9O;Russia;False;0.0007239469483009335;0.0006588275356249443;0.013176550712498887;1.0988413646284818
2026-09-12T22:01:30.008643+00:00;8;VR2B;Hong Kong;False;0.0007585170182136789;0.0006572689905941688;0.013145379811883375;1.154043518054887
2026-09-12T22:01:40.000182+00:00;9;4S7B;Sri Lanka;False;0.0007475209217825914;0.0006554921939188299;0.013109843878376598;1.1403963749950583
2026-09-12T22:01:50.002629+00:00;10;ZS6DN;South Africa;False;0.001022859637976202;0.0006551938431859839;0.013103876863719678;1.5611557535436915
2026-09-12T22:02:00.015898+00:00;11;5Z4B;Kenya;False;0.0012054359479363654;0.0006570935950677458;0.013141871901354917;1.8344965724587317
2026-09-12T22:02:10.002253+00:00;12;4X6TU;Israel;False;0.0008283290767791054;0.0006546146394352846;0.013092292788705693;1.265369007777887
2026-09-12T22:02:20.002518+00:00;13;OH2B;Finland;False;0.0007074534911277342;0.0006560648556410878;0.013121297112821756;1.078328590603182
2026-09-12T22:02:30.000870+00:00;14;CS3B;Madeira;False;0.001135103200452259;0.0006552607197443913;0.013105214394887826;1.732292454360835
2026-09-12T22:02:40.004832+00:00;15;LU4AA;Argentina;False;0.0007067668713213777;0.0006526583847675754;0.013053167695351508;1.0829047596976349
2026-09-12T22:02:50.001401+00:00;16;OA4B;Peru;False;0.0008853814704170626;0.0006630652136525152;0.013261304273050303;1.3352856584647406
2026-09-12T22:03:00.002275+00:00;17;YV5B;Venezuela;False;0.000782289881208179;0.0006639745632979651;0.013279491265959302;1.1781925459953482
2026-09-12T22:03:10.012125+00:00;0;4U1UN;United Nations;True;0.06083091749111503;0.0006639745632979651;0.013279491265959302;91.61633721172622
