timestamp_utc;beacon_index;callsign;country;detected;lmax;noise_floor;threshold;ratio
2026-09-14T21:11:30.003000+00:00;14;CS3B;Madeira;False;0.0012064763057650753;0.000825093431752252;0.01650186863504504;1.4622299237104337
2026-09-14T21:11:40.001287+00:00;15;LU4AA;Argentina;False;0.000956820297570353;0.0008269988971220762;0.016539977942441525;1.1569789281461562
2026-09-14T21:11:50.000198+00:00;16;OA4B;Peru;False;0.0009748829673590614;0.0008275492208368045;0.016550984416736088;1.1780362337520847
2026-09-14T21:12:00.009326+00:00;17;YV5B;Venezuela;False;0.005300384671890882;0.0012322952959149544;0.02464590591829909;4.301229331525975
2026-09-14T21:12:10.000894+00:00;0;4U1UN;United Nations;False;0.008709550134148874;0.001187176806711862;0.023743536134237242;7.33635469031089
2026-09-14T21:12:20.005337+00:00;1;VE8AT;Canada;False;0.0008917548760454654;0.0011502561107201775;0.02300512221440355;0.775266366972079
2026-09-14T21:12:30.000704+00:00;2;W6WX;United States;False;0.0009541017901949123;0.0011147287230647152;0.022294574461294306;0.855904912517018
2026-09-14T21:12:40.001083+00:00;3;KH6WO;Hawaii;False;0.0009233212687471547;0.0010823247927898923;0.021646495855797844;0.8530907495587562
2026-09-14T21:12:50.000839+00:00;4;ZL6B;New Zealand;False;0.0009169569079124793;0.001057227423136017;0.02114454846272034;0.8673222883233029
2026-09-14T21:13:00.002027+00:00;5;VK6RBP;Australia;False;0.0009173780161728588;0.0010321409695302117;0.020642819390604236;0.8888107761001016
2026-09-14T21:13:10.003994+00:00;6;JA2IGY;Japan;False;0.0009202172124585368;0.00101118539184036;0.0202237078368072;0.9100380799447064
2026-09-14T21:13:20.011205+00:00;7;RR9O;Russia;False;0.000915847532071548;0.0009908989179264241;0.019817978358528485;0.9242592917429658
2026-09-14T21:13:30.008323+00:00;8;VR2B;Hong Kong;False;0.0009425364418755905;0.0009742330456495666;0.019484660912991333;0.9674650701744134
2026-09-14T21:13:40.009062+00:00;9;4S7B;Sri Lanka;False;0.0009939029289207256;0.0009555856160510781;0.019111712321021563;1.0400982520310345
2026-09-14T21:13:50.001453+00:00;10;ZS6DN;South Africa;False;0.0008801789751254748;0.0009397506492844564;0.018795012985689127;0.9366090630484367
2026-09-14T21:14:00.003746+00:00;11;5Z4B;Kenya;False;0.0017073706321665987;0.0009210586223609798;0.018421172447219594;1.8537046293427444
2026-09-14T21:14:10.001078+00:00;12;4X6TU;Israel;False;0.0008989148126232767;0.0009062073279909466;0.01812414655981893;0.9919527075731805
2026-09-14T21:14:20.000726+00:00;13;OH2B;Finland;False;0.000931704356032977;0.0009053001540646923;0.018106003081293846;1.029166240444932
2026-09-14T21:14:30.002227+00:00;14;CS3B;Madeira;False;0.0009582024733088773;0.0008941547598147962;0.017883095196295926;1.0716293379765123
2026-09-14T21:14:40.000137+00:00;15;LU4AA;Argentina;False;0.004828812472554061;0.0008807923508262209;0.017615847016524418;5.482350599462437
2026-09-14T21:14:50.011819+00:00;16;OA4B;Peru;False;0.0008491329010718518;0.0008709760936173405;0.01741952187234681;0.9749210194107976
2026-09-14T21:15:00.007152+00:00;17;YV5B;Venezuela;False;0.01659966508381866;0.0021069694404472618;0.04213938880894524;7.878455550971317
2026-09-14T21:15:10.000776+00:00;0;4U1UN;United Nations;False;0.012238149717397622;0.0019686761422059384;0.03937352284411877;6.216436241099842
2026-09-14T21:15:20.003069+00:00;1;VE8AT;Canada;False;0.0009664863903115108;0.0018441816093864357;0.036883632187728714;0.524073326288653
2026-09-14T21:21:10.002909+00:00;0;4U1UN;United Nations;False;0.0007697088017174688;0.0007318840027090692;0.014637680054181385;1.0516814124484086
2026-09-14T21:21:20.004908+00:00;1;VE8AT;Canada;False;0.0008354342104467945;0.0007336989721043883;0.014673979442087766;1.1386607344570896
2026-09-14T21:21:30.007005+00:00;2;W6WX;United States;False;0.0009096717906782591;0.000730799113279286;0.01461598226558572;1.244763128674753
2026-09-14T21:21:40.002571+00:00;3;KH6WO;Hawaii;False;0.0008445957501410818;0.0007333259088808439;0.014666518177616878;1.1517331379032427
2026-09-14T21:21:50.000294+00:00;4;ZL6B;New Zealand;False;0.0009497491226604548;0.0007321364041799499;0.014642728083598998;1.2972297474051275
2026-09-14T21:22:00.011255+00:00;5;VK6RBP;Australia;False;0.0008685416252203361;0.0007314325228723806;0.014628650457447611;1.1874528381777716
2026-09-14T21:22:10.000077+00:00;6;JA2IGY;Japan;False;0.0008309239676351455;0.0007396741494319623;0.014793482988639247;1.123364887461944
2026-09-14T21:22:20.004382+00:00;7;RR9O;Russia;False;0.0009933016094899228;0.0007380582297022442;0.014761164594044883;1.3458309514286586
2026-09-14T21:22:30.001859+00:00;8;VR2B;Hong Kong;False;0.0009351197526140263;0.0007347880827111151;0.014695761654222301;1.2726387030717161
2026-09-14T21:22:40.001295+00:00;9;4S7B;Sri Lanka;False;0.0009326238583942378;0.0007459151593436206;0.014918303186872412;1.250308224349421
2026-09-14T21:22:50.004645+00:00;10;ZS6DN;South Africa;False;0.0008434036552996864;0.0007439719206499105;0.01487943841299821;1.1336498487240156
2026-09-14T21:23:00.014118+00:00;11;5Z4B;Kenya;False;0.0008716496178168334;0.000744929533590998;0.014898590671819959;1.1701101627894523
2026-09-14T21:23:10.000146+00:00;12;4X6TU;Israel;False;0.0008084281182374501;0.000749253559802362;0.01498507119604724;1.0789780143996877
2026-09-14T21:23:20.013441+00:00;13;OH2B;Finland;False;0.0008561588340102393;0.0007560785016832367;0.015121570033664735;1.1323676471480097
2026-09-14T21:23:30.006176+00:00;14;CS3B;Madeira;False;0.0008695635920154262;0.0007522453543872233;0.015044907087744464;1.1559574106293684
2026-09-14T21:23:40.000629+00:00;15;LU4AA;Argentina;False;0.0010630053418829916;0.0007514751990880894;0.015029503981761788;1.41455811605352
2026-09-14T21:23:50.000545+00:00;16;OA4B;Peru;False;0.000878611543004212;0.0007501346793905085;0.015002693587810171;1.171271729122152
2026-09-14T21:24:00.000347+00:00;17;YV5B;Venezuela;False;0.011341746978048454;0.0015974733380206864;0.03194946676041373;7.099803613687345
2026-09-14T21:24:10.012720+00:00;0;4U1UN;United Nations;False;0.009299113649910132;0.0015121412596436836;0.03024282519287367;6.149632906717556
2026-09-14T21:24:20.003143+00:00;1;VE8AT;Canada;False;0.0009458275417177931;0.0014404460719393704;0.02880892143878741;0.656621278743439
2026-09-14T21:24:30.000962+00:00;2;W6WX;United States;False;0.0011826035752018345;0.0013689114660243018;0.027378229320486037;0.8639007010704958
2026-09-14T21:24:40.000011+00:00;3;KH6WO;Hawaii;False;0.0008842796851202963;0.0013047860314480276;0.026095720628960553;0.6777200734889375
2026-09-14T21:24:50.000761+00:00;4;ZL6B;New Zealand;False;0.0008246667677982507;0.0012432262780022847;0.024864525560045692;0.6633279736681492
2026-09-14T21:25:00.000101+00:00;5;VK6RBP;Australia;False;0.0008323661071659115;0.0011944788046218079;0.02388957609243616;0.6968446019680129
2026-09-14T21:25:10.000164+00:00;6;JA2IGY;Japan;False;0.0012879178388156803;0.0011526124080246068;0.023052248160492138;1.117390225759382
2026-09-14T21:25:20.001313+00:00;7;RR9O;Russia;False;0.000826387070043474;0.0011189037297722035;0.02237807459544407;0.7385685185013346
2026-09-14T21:25:30.007975+00:00;8;VR2B;Hong Kong;False;0.0008641135975626436;0.0010858236901938989;0.021716473803877978;0.7958139110119583
2026-09-14T21:25:40.000629+00:00;9;4S7B;Sri Lanka;False;0.0008468921100880051;0.0010610809995233437;0.021221619990466872;0.798140868103796
2026-09-14T21:25:50.003331+00:00;10;ZS6DN;South Africa;False;0.0008419094941249036;0.00103601202901533;0.020720240580306602;0.8126445162273745
2026-09-14T21:26:00.000661+00:00;11;5Z4B;Kenya;False;0.0009990039369775665;0.0010039532736271096;0.020079065472542193;0.995070152387011
2026-09-14T21:26:10.004529+00:00;12;4X6TU;Israel;False;0.0008523389298515246;0.0009767636502045378;0.019535273004090758;0.8726153247748744
2026-09-14T21:26:20.000549+00:00;13;OH2B;Finland;False;0.0009309263737472805;0.0009619318781107634;0.01923863756221527;0.9677674635085618
2026-09-14T21:26:30.000095+00:00;14;CS3B;Madeira;False;0.0009497491380456637;0.0009485220009361825;0.01897044001872365;1.0012937360527958
2026-09-14T21:26:40.009877+00:00;15;LU4AA;Argentina;False;0.0009962171432661498;0.0009290203358143449;0.0185804067162869;1.0723308251297887
2026-09-14T21:26:50.005320+00:00;16;OA4B;Peru;False;0.0008785518541322433;0.0009145886640197726;0.01829177328039545;0.9605977951561947
2026-09-14T21:27:00.003184+00:00;17;YV5B;Venezuela;False;0.0017248407699929178;0.0009795556597461078;0.019591113194922155;1.7608399817116889
2026-09-14T21:27:10.000811+00:00;0;4U1UN;United Nations;False;0.0027673409639011226;0.0009591127047543946;0.01918225409508789;2.885313634344747
2026-09-14T21:27:20.001432+00:00;1;VE8AT;Canada;False;0.0008374951054889369;0.0009368048615245474;0.01873609723049095;0.8939909898908992
2026-09-14T21:27:30.001927+00:00;2;W6WX;United States;False;0.0008061301538750828;0.0009165016153132063;0.018330032306264128;0.8795730857491123
2026-09-14T21:27:40.001266+00:00;3;KH6WO;Hawaii;False;0.000883644901254733;0.0008997791958494346;0.017995583916988692;0.982068606754716
2026-09-14T21:27:50.000631+00:00;4;ZL6B;New Zealand;False;0.0009866000234354361;0.0008863487349434405;0.01772697469886881;1.1131059193065727
2026-09-14T21:28:00.001796+00:00;5;VK6RBP;Australia;False;0.0008112749486550744;0.0008728981902539841;0.017457963805079683;0.929403861427437
2026-09-14T21:28:10.001273+00:00;6;JA2IGY;Japan;False;0.0010127102986367577;0.0008773678618699208;0.017547357237398416;1.154259624324948
2026-09-14T21:28:20.016253+00:00;7;RR9O;Russia;False;0.0009089375522703236;0.0008617947465275129;0.017235894930550257;1.054703055376894
2026-09-14T21:28:30.000195+00:00;8;VR2B;Hong Kong;False;0.0010019779613788552;0.0008646239661207311;0.017292479322414622;1.1588598056960924
2026-09-14T21:28:40.000877+00:00;9;4S7B;Sri Lanka;False;0.0009103959444197508;0.0008550908028258534;0.017101816056517068;1.064677507243825
2026-09-14T21:28:50.000480+00:00;10;ZS6DN;South Africa;False;0.0009179773723102823;0.0008602323577605426;0.01720464715521085;1.067127229089671
2026-09-14T21:29:00.002872+00:00;11;5Z4B;Kenya;False;0.0009047924933505278;0.0008465285570273077;0.016930571140546153;1.0688268999782138
2026-09-14T21:29:10.000781+00:00;12;4X6TU;Israel;False;0.0011686942303814143;0.0008395683233373101;0.016791366466746203;1.392018014371741
